线程序号, 模型, beam_id(5~10), 是否启用精准说(1启用), 当前识别次数(从0开始), 输入音频文件, 音频通道, 结果类型(快速识别/普通识别), 识别次数(快速结果), 识别时间节点(音频开头到当前返回结果的音频节点),响应时间(识别时间节点-结束时间),起始时间(本次识别结果),结束时间, 识别结果(可能为空), 识别成绩, v3识别成绩, 能量, pss内存(kb), rss内存, uss内存, 实时率
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 4, 52.420, 0.170000, 51.530000, 52.250000, 同行者, 2.370000, -2.290000, 430752, 47739, 48008, 39768, 0.030620
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 52.540, 0.320000, 51.530000, 52.220000, 同行者, 3.840000, -2.090000, 449447, 47743, 48012, 39772, 0.030647
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 57.820, 0.080000, 57.170000, 57.740000, 同行者, 1.320000, -2.490000, 395217, 47747, 48016, 39776, 0.030738
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 57.940, 0.080000, 57.170000, 57.860000, 同行者, 1.680000, -2.390000, 347801, 47747, 48016, 39776, 0.030742
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 58.060, 0.230000, 57.170000, 57.830000, 同行者, 4.010000, -1.890000, 363594, 47747, 48016, 39776, 0.030744
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 1, 22.180, 0.060000, 21.460000, 22.120000, 同行者, -0.510000, -2.690000, 32651256, 47731, 48000, 39704, 0.030952
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 22.300, 0.060000, 21.460000, 22.240000, 同行者, -0.050000, -2.690000, 29466325, 47735, 48004, 39708, 0.030962
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 22.540, 0.300000, 21.460000, 22.240000, 同行者, 3.370000, -2.090000, 29466325, 47735, 48004, 39708, 0.030983
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 45.100, 0.080000, 44.420000, 45.020000, 同行者, -4.340000, -3.190000, 3659368, 47727, 47996, 39700, 0.030677
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 3, 45.220, 0.080000, 44.420000, 45.140000, 同行者, -3.420000, -3.090000, 4230071, 47735, 48004, 39708, 0.030682
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 4, 45.340, 0.170000, 44.420000, 45.170000, 同行者, -3.210000, -2.890000, 4062766, 47735, 48004, 39708, 0.030685
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 45.460, 0.290000, 44.420000, 45.170000, 同行者, -0.360000, -2.690000, 4062766, 47739, 48008, 39712, 0.030696
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 47.380, 0.080000, 46.700000, 47.300000, 同行者, -4.370000, -3.190000, 2081197, 47739, 48008, 39712, 0.030781
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 3, 47.500, 0.080000, 46.700000, 47.420000, 同行者, -3.780000, -3.090000, 2166123, 47739, 48008, 39712, 0.030786
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 4, 47.620, 0.140000, 46.700000, 47.480000, 同行者, -3.230000, -2.890000, 2000248, 47751, 48020, 39724, 0.030789
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 47.740, 0.290000, 46.700000, 47.450000, 同行者, -0.230000, -2.690000, 2079990, 47755, 48024, 39728, 0.030795
0, showcar_model//5045_lp_asrfix.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 66.940, 0.080000, 66.290000, 66.860000, 同行者, -0.380000, -2.690000, 1533798, 47739, 48008, 39712, 0.030782
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733559855001_micarray.pcm, 0, PartialResult, 1, 72.460, 0.390000, 71.740000, 72.070000, 同行者, -18.549999, -4.990000, 2241579, 49895, 50164, 41928, 0.054834
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 1, 8.860, 0.060000, 8.380000, 8.800000, 同行者, -8.000000, -4.990000, 4692459, 49947, 50216, 42000, 0.057308
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 8.980, 0.060000, 8.380000, 8.920000, 同行者, -6.020000, -4.990000, 5512048, 49947, 50216, 42004, 0.057287
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 9.100, 0.150000, 8.380000, 8.950000, 同行者, -5.730000, -3.290000, 5225624, 49971, 50240, 42024, 0.057304
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 9.220, 0.240000, 8.380000, 8.980000, 同行者, -2.190000, -2.790000, 4965113, 49971, 50240, 42024, 0.057408
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 15.460, 0.080000, 14.930000, 15.380000, 同行者, -16.090000, -4.990000, 3539185, 49971, 50240, 42024, 0.056170
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 15.580, 0.080000, 14.930000, 15.500000, 同行者, -13.360000, -4.990000, 4078185, 49975, 50244, 42028, 0.056218
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 4, 15.700, 0.170000, 14.930000, 15.530000, 同行者, -12.810000, -4.990000, 3876654, 49983, 50252, 42036, 0.056213
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 15.820, 0.290000, 14.930000, 15.530000, 同行者, -7.710000, -4.990000, 3876654, 49983, 50252, 42036, 0.056199
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 17.980, 0.080000, 17.360000, 17.900000, 同行者, -2.370000, -2.890000, 3190470, 49983, 50252, 42036, 0.056679
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 18.100, 0.140000, 17.360000, 17.960000, 同行者, -1.440000, -2.790000, 2973127, 49983, 50252, 42036, 0.056672
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 18.220, 0.260000, 17.360000, 17.960000, 同行者, 0.690000, -2.590000, 2973127, 49975, 50244, 42028, 0.056730
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 20.740, 0.080000, 20.120000, 20.660000, 同行者, -8.720000, -4.990000, 3161324, 49967, 50236, 42020, 0.056683
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 20.860, 0.080000, 20.120000, 20.780000, 同行者, -7.570000, -4.990000, 2954152, 49967, 50236, 42020, 0.056674
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 21.100, 0.320000, 20.120000, 20.780000, 同行者, -3.560000, -3.090000, 2954152, 49967, 50236, 42020, 0.056706
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 23.860, 0.080000, 23.150000, 23.780000, 同行者, -5.810000, -3.490000, 2114863, 49967, 50236, 42020, 0.056595
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 23.980, 0.140000, 23.150000, 23.840000, 同行者, -5.280000, -3.290000, 1940462, 49967, 50236, 42020, 0.056591
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 24.100, 0.260000, 23.150000, 23.840000, 同行者, -1.440000, -2.790000, 1940462, 49959, 50228, 42012, 0.056585
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 29.260, 0.080000, 28.550000, 29.180000, 同行者, -4.120000, -3.190000, 3278622, 49959, 50228, 42016, 0.056423
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 29.380, 0.140000, 28.550000, 29.240000, 同行者, -3.300000, -2.890000, 3001723, 49959, 50228, 42016, 0.056414
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 29.500, 0.260000, 28.550000, 29.240000, 同行者, -0.160000, -2.690000, 3001723, 49963, 50232, 42020, 0.056408
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 33.460, 0.080000, 32.840000, 33.380000, 同行者, -3.640000, -3.090000, 3023850, 49963, 50232, 42020, 0.056338
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 33.820, 0.290000, 32.840000, 33.530000, 同行者, -0.800000, -2.690000, 2579372, 49963, 50232, 42020, 0.056386
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 39.700, 0.080000, 39.140000, 39.620000, 同行者, -7.740000, -4.990000, 2907498, 49963, 50232, 42020, 0.056934
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 40.060, 0.260000, 39.140000, 39.800000, 同行者, -5.990000, -3.490000, 3113156, 49963, 50232, 42020, 0.056935
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 45.100, 0.080000, 44.450000, 45.020000, 同行者, -6.710000, -4.990000, 3558072, 49963, 50232, 42020, 0.057412
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 45.220, 0.080000, 44.450000, 45.140000, 同行者, -6.020000, -4.990000, 3587653, 49963, 50232, 42020, 0.057405
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 45.460, 0.290000, 44.450000, 45.170000, 同行者, -0.700000, -2.690000, 3442948, 49963, 50232, 42020, 0.057410
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 47.980, 0.080000, 47.300000, 47.900000, 同行者, -6.330000, -4.990000, 2571612, 49963, 50232, 42020, 0.057382
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 48.100, 0.140000, 47.300000, 47.960000, 同行者, -5.760000, -3.290000, 2350071, 49963, 50232, 42020, 0.057377
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 48.220, 0.260000, 47.300000, 47.960000, 同行者, -1.730000, -2.790000, 2350071, 49963, 50232, 42020, 0.057371
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 52.780, 0.080000, 52.130000, 52.700000, 同行者, -6.240000, -4.990000, 2852865, 49963, 50232, 42020, 0.057733
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 52.900, 0.080000, 52.130000, 52.820000, 同行者, -5.930000, -3.490000, 2604455, 49963, 50232, 42020, 0.057726
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 53.140, 0.320000, 52.130000, 52.820000, 同行者, -3.530000, -3.090000, 2604455, 49963, 50232, 42020, 0.057745
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 55.180, 0.080000, 54.590000, 55.100000, 同行者, -3.750000, -3.090000, 2701895, 49963, 50232, 42020, 0.057781
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 55.540, 0.290000, 54.590000, 55.250000, 同行者, 0.370000, -2.590000, 3101172, 49967, 50236, 42028, 0.057762
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 60.220, 0.080000, 59.600000, 60.140000, 同行者, -10.040000, -4.990000, 2308846, 49967, 50236, 42028, 0.057538
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 60.460, 0.170000, 59.600000, 60.290000, 同行者, -9.980000, -4.990000, 2326936, 49967, 50236, 42028, 0.057530
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 60.580, 0.290000, 59.600000, 60.290000, 同行者, -6.470000, -4.990000, 2326936, 49967, 50236, 42028, 0.057524
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 63.100, 0.080000, 62.480000, 63.020000, 同行者, -3.910000, -3.190000, 2624062, 49967, 50236, 42028, 0.057448
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 63.460, 0.260000, 62.480000, 63.200000, 同行者, -0.040000, -2.690000, 2577310, 49967, 50236, 42028, 0.057451
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 66.100, 0.080000, 65.480000, 66.020000, 同行者, -9.330000, -4.990000, 3000439, 49967, 50236, 42028, 0.057617
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 66.460, 0.320000, 65.480000, 66.140000, 同行者, -4.680000, -3.190000, 2968399, 49967, 50236, 42028, 0.057638
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 68.860, 0.080000, 68.270000, 68.780000, 同行者, -10.180000, -4.990000, 3415318, 49967, 50236, 42028, 0.057909
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 68.980, 0.080000, 68.270000, 68.900000, 同行者, -8.550000, -4.990000, 3519442, 49967, 50236, 42028, 0.057923
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 4, 69.100, 0.170000, 68.270000, 68.930000, 同行者, -8.180000, -4.990000, 3360513, 49971, 50240, 42032, 0.057919
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 69.220, 0.290000, 68.270000, 68.930000, 同行者, -3.610000, -3.090000, 3360513, 49971, 50240, 42032, 0.057913
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 71.500, 0.080000, 71.000000, 71.420000, 同行者, -10.430000, -4.990000, 4091104, 49971, 50240, 42032, 0.057957
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 71.620, 0.080000, 71.000000, 71.540000, 同行者, -8.320000, -4.990000, 3789029, 49971, 50240, 42032, 0.057955
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 71.860, 0.290000, 71.000000, 71.570000, 同行者, -5.390000, -3.290000, 3590673, 49971, 50240, 42032, 0.057952
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 77.260, 0.080000, 76.610000, 77.180000, 同行者, -3.530000, -3.090000, 3850158, 49971, 50240, 42032, 0.057924
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 77.380, 0.140000, 76.610000, 77.240000, 同行者, -3.210000, -2.890000, 3504446, 49971, 50240, 42032, 0.057919
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 77.500, 0.260000, 76.610000, 77.240000, 同行者, 0.310000, -2.590000, 3504446, 49971, 50240, 42032, 0.057914
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 83.020, 0.080000, 82.460000, 82.940000, 同行者, -2.250000, -2.790000, 3034574, 49971, 50240, 42032, 0.057720
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 3, 83.260, 0.140000, 82.460000, 83.120000, 同行者, -1.900000, -2.790000, 3503633, 49971, 50240, 42032, 0.057744
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 83.380, 0.260000, 82.460000, 83.120000, 同行者, 2.330000, -2.290000, 3503633, 49971, 50240, 42032, 0.057755
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, QuickResult, 2, 88.300, 0.080000, 87.710000, 88.220000, 同行者, -3.960000, -3.190000, 3695862, 49971, 50240, 42032, 0.057633
